title	description	datasetIdentifier	disease	authors	created	modified	accessed	landingPage	accessPage	format	conformsTo	license	geography	apolloLocationCode	ISO_3166	ISO_3166-1	ISO_3166-1_alpha-3
Tanzania Demographic and Health Survey Results on Demographics, Morbidity and Vaccination Coverage	This website with data contains data about vaccination coverage, acute respiratory infection, diarrhoeal diseases, treatment of children with fever, coverage of HIV testing in Tanzania for 2010 and 2015/2016 year in PDF format. Spatial coverage is country, and spatial resolution is country, zone, region. Temporal coverage is 2010, 2015/2016 year, and temporal resolution is yearly. Open access.	MIDAS-ISG:WS-000441	null	Ministry of health, community development, gender, elderly and children of Tanzania	null	null	null	http://www.moh.go.tz/en/reports	null	PDF	null	null	Tanzania		TZ	null	null
Health Data on HIV, Malaria, and Syphilis cases of the Ministry of Health of Tanzania, 2014-2016	This database contains data about antenatal care, antenatal care integration rate, labour and delivery Indicators, newborn care indicators , postnatalcare indicators, gender based violence and vacuum extraction indicators, cervical cancer Indicators, total population counts in Tanzania from 2014 to 2016 year in HTML and CSV format. Spatial coverags is country, and spatial resolution is country and region. Temporal coverage is 2014-2016, and temporal resolution is yearly. Open access.	MIDAS-ISG:WS-000442	null	Ministry of Health of Tanzania	null	null	null	https://hmisportal.moh.go.tz/hmisportal/#/home	null	HTML, CSV	null	null	Tanzania		TZ	null	null
Dominica Health Statistics by WHO, 2002-2015	This website with data contains data about mortality and infectious diseases from Domonica at country level from 2002 to 2015 in CVS, XML, JSON format. Open access.	MIDAS-ISG:WS-000448	null	World Health Organization	null	null	null	http://apps.who.int/gho/data/node.country.country-DMA?lang=en	null	CSV, XML, JSON	null	null	The Commonwealth of Dominica		DM	null	null
Timor-Leste Health Statistics by WHO, 2002-2015	This website with data contains data about infectious disease from Timor-Leste at country level with a yearly temporal resolution from 2002 to 2015 in CVS, XML, and JSON format. Open access.	MIDAS-ISG:WS-000449	null	World Health Organization	null	null	null	http://apps.who.int/gho/data/node.country.country-TLS?lang=en	null	CSV, XML, JSON	null	null	Timor-Leste		TL	null	null
Annual Health Indicators and Vaccination Coverage of the Ministry of Health and Social welfare of Togo	This website with data contains data about STIs, tuberculosis, malaria and vaccination coverage rates in Togo for 2014, 2009-2014, 2010-2014, 2015 year in PDF format. Spatial coverage is country, and spatial resolution is country, region. Temporal coverage is 2014, 2009-2014, 2010-2014, 2015 year, and temporal resolution is yearly. Open access.	MIDAS-ISG:WS-000451	null	Ministry of Health and Social welfare of Togo	null	null	null	http://www.sante.gouv.tg/fr/content/publications	null	PDF	null	null	Togo		TG	null	null
Country Profile for Tokelau by WHO, 2015	This website with data contains data about population (1995, 2006, 2013), dengues cases (2011), DTP3 vacciantion coverage (1995-1999, 2010-2013), Hepatitis B imminization coverage(2000-2004, 2010-2013) from Tokelau at country level in PDF format. Open access.	MIDAS-ISG:WS-000453	null	World Health Organization, WPRO	null	null	null	http://hiip.wpro.who.int/portal/portals/0/CountryProfiles/PDF/TKL_Tokelau2015.pdf	null	PDF	null	null	Tokelau		TK	null	null
Annual Reports on Demographics and Tuberculosis,Typhoid, and Leprosy cases of the Ministry of Health of Tonga, 2000-2011	This website with data contains data about communicable disease from Tonga at province level with a yearly temporal resolution from 2000 to 2011 in PDF format. Open access.	MIDAS-ISG:WS-000454	null	Ministry of Health of Tonga	null	null	null	http://www.health.gov.to/drupal/?q=Annual	null	PDF	null	null	Tonga		TO	null	null
Annual Statistical Reports on Demographics, Moritality and Communicable Disease of the Ministry of Health of Trinidad and Tobago, 1994-2011	This website with data contains data about population, mortality, mobidity, STIs, and infectious diseases from Trinidad and Tobago at country or province level with a yearly temporal resolution from 1994 to 2011 in PDF format.	MIDAS-ISG:WS-000455	null	The Ministry of Health of Trinidad and Tobago	null	null	null	http://www.health.gov.tt/sitepages/default.aspx?id=122	null	PDF	null	null	Trinidad and Tobago		TT	null	null
Demographic Data of the Turkish Statistical Institute	This website with data contains data about demographic, vital statistics in Turkey from 2001 to 2016 year in XLSX format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 2001-2016, and temporal resoulation is yearly. Open access.	MIDAS-ISG:WS-000458	null	Turkish Statistical Institute	null	null	null	http://www.turkstat.gov.tr/UstMenu.do?metod=temelist	null	XLSX	null	null	Turkey		TR	null	null
Annual Data on HIV, AIDS, Tuberculosis and Measles of theMinistry of Health of the Republic of Turkey, 2002-2014	This website with data contains data about incidences of AIDS, tuberculosis, measles in Turkey from 2002 to 2014 year in PDF format. Spatial coverage is country, and spatial resoluation is country. Temporal coverage is 2002-2014, and temporal resolution is yearly. Open access.	MIDAS-ISG:WS-000459	null	Ministry of Health of the Republic of Turkey	null	null	null	http://www.saglik.gov.tr/TR,11588/istatistik-yilliklari.html	null	PDF	null	null	Turkey		TR	null	null
Health Profile for Tuvalu by WHO	This website with data contains data about population (2002), HIV prevalence in adult(2008), TB mortality rate (2009), TB prevalence rate (2009) from Tuvalu at country level on the webpage. Open access.	MIDAS-ISG:WS-000463	null	World Health Organization, Western Pacific Region (WPRO)	null	null	null	http://hiip.wpro.who.int/portal/Countryprofiles/Tuvalu/HealthProfiles.aspx	null	HTML	null	null	Tuvalu		TV	null	null
Demographic Data of the National Statistical Committee of the Republic of Ukraine	This website with data contains data about demographic in Ukraine by regions from 2013 to 2016 in HTML format. Spatial coverage is country, and spatial resolution is country, subcountry, state. Temporal coverage is 2003-2016, and temporal resolution is yearly. Open access.	MIDAS-ISG:WS-000467	null	UkraineStat, National Statistical Committee of the Republic of Ukraine	null	null	null	https://ukrstat.org/operativ/operativ2016/ds/kn/kn_r/kn0516_r.html	null	HTML	null	null	Ukraine		UA	null	null
Morbidity Data by ICD of the National Statistical Committee of the Republic of Ukraine, 1990-2015	This website with data contains data about yearly morbidity of the population by ICD in Ukraine from 1990 to 2015 in HTML format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 1990-2015, and temporal resolution is yearly. Open access.	MIDAS-ISG:WS-000468	null	UkraineStat, National Statistical Committee of the Republic of Ukraine	null	null	null	https://ukrstat.org/operativ/operativ2007/oz_rik/oz_r/zahvor_06_r.html	null	HTML	null	null	Ukraine		UA	null	null
Blood Test Results of Donors with HIV, HCV, HBV and Syphilis of the Ministry of Health of the Republic of Ukraine, 2017	This website with data contains data about the test results of blood donors for HIV/AIDS, hepatitis C and B and syphilis by regions in Ukraine im 2017 in HTML format. Spatial coverage is country, and spatial resolution is country, subcountry, state. Temporal coverage is 2017, and temporal resolution is yearly.	MIDAS-ISG:WS-000472	null	Blood service of Urkraine, Ministry of Health of the Republic of Ukraine	null	null	null	http://bloodservice.org.ua/monitoring-sku/zalishok-test-sistem-po-ukrayini	null	HTML	null	null	Ukraine		UA	null	null
Annual Reports on Demographics, Vaccination Coverage and Selected Infectious Diseases of the Ministry of Health and Community Protection of United Arab Emirates	This website with data contains data about diagnosed diseases at primary health care centers, mortality by cause, sex, nationality and district for the 2010 and 2012, malaria cases for the 2010 year, notifiable infectious diseases by medical district and nationality from 2008 to 2013 year, immunzation coverage from 2008 to 2010 year, vital statistics from 1999 to 2008 year in United Arab Emirates in XLSX format. Spatial coverage is country, and spatial resolution is country and medical districts. Temporal coverage is 2010, 2012, 2008-2013, 2008-2010, 1999-2008, and temporal resolution is yearly. Open access.	MIDAS-ISG:WS-000473	null	Ministry of Health and Community Protection of United Arab Emirates	null	null	null	http://www.mohap.gov.ae/ar/OpenData/Pages/default.aspx#57f8f9ad-0795-4869-96f0-a3f1eceeefca=%7B%22k%22%3A%22%22%2C%22r%22%3A%5B%7B%22n%22%3A%22MOHArOpenDataCategory%22%2C%22t%22%3A%5B%22%5C%22%C7%82%C7%82d8a5d8add8b5d8a7d8a6d98ad8a7d8aa%5C%22%22%5D%2C%22o%22%3A%22and%22%2C%22k%22%3Afalse%2C%22m%22%3Anull%7D%5D%7D	null	XLSX	null	null	United Arab Emirates		AE	null	null
Vaccination Coverage of the National Health Service of England, 2013-2017	This website with data contains data about vaccination coverage in England from 2013 to 2017 in XLSX, XLS, PDF, ZIP format. Spatial coverage is country, and spatial resolution is area. Temporal coverage is 2013-2017, and temporal resolution is 12 months, 24 months, 5 years. Open access.	MIDAS-ISG:WS-000474	null	NHS England	null	null	null	https://www.england.nhs.uk/statistics/statistical-work-areas/child-immunisation/	null	XLSX, XLS, PDF, ZIP	null	null	United Kingdom		GB	null	null
Annual HIV surveillance data in the UK by demographic characteristics and geographical region, 1985-2015	This website with data contains data about HIV cases in England, Wales, Northern Ireland, Scotland, London and Midlands and East of England, North of England and South of England from 1985 to 2015 in XLSX format. Spatial coverage is country, and spatial resolution is region. Temporal coverage is 1985-2015, and temporal resolution is yearly. Open access.	MIDAS-ISG:WS-000475	null	GOV.UK	null	null	null	https://www.gov.uk/government/statistics/hiv-annual-data-tables	null	XLSX	null	null	United Kingdom		GB	null	null
HIV & STI Data of the England Public Health Organization	This database contains data about HIV and STI in the United Kingdom. Spatial coverage and spatial resolution are unknown. Temporal coverage and temporal resolution are unknown. Access is restricted.	MIDAS-ISG:WS-000476	null	HIV & STI WEB PORTAL, Public Health England	null	null	null	https://hivstiwebportal.phe.org.uk/login.aspx?ReturnUrl=%2f	null	unknown	null	null	United Kingdom		GB	null	null
Vaccination Coverage and Laboratory Confirmed Reports of Infectious Diseases of the Government of the United Kingdom	This website with data contains data about microbiological and epidemiological data, including vaccine coverage reports, published in the weekly health protection reports in the United Kingdom by infection types and years in XLSX, PDF format. Spatial coverage is country, and spatial resolution is country. Temporal coverage varies, and temporal resolution is weekly, yearly. Open access.	MIDAS-ISG:WS-000477	null	GOV.UK	null	null	null	https://www.gov.uk/government/collections/health-protection-report-latest-infection-reports	null	XLSX, PDF	null	null	United Kingdom		GB	null	null
Sexual and Reproductive Health Statistics of the England Public Health Organization	This database contains data about STI cases in England, Wales, Northern Ireland, Scotland, London and Midlands and East of England, North of England and South of England in XLSX format. Spatial coverage is country, and spatial resolution is region. Temporal coverage is varied, and temporal resolution is yearly. Open access.	MIDAS-ISG:WS-000478	null	Public Health England	null	null	null	http://fingertips.phe.org.uk/profile/sexualhealth/data#page/0	null	XLSX	null	null	United Kingdom		GB	null	null
Sexually Transmitted Diseases Surveillance of the U.S. Centers for Disease Control and Prevention, 1941-2015	This website with data contains surveillance data on sexually transmitted diseases in the United States from 1941 to 2015 in HTML format. Spatial coverage is country, and spatial resolution is country, state, area. Temporal coverage is 1941-2015, and temporal resolution is yearly. Open access.	MIDAS-ISG:WS-000497	null	Centers for Disease Control and Prevention	null	null	null	https://www.cdc.gov/std/stats15/tables.htm	null	HTML	null	null	United States		US	null	null
Annual Tuberculosis Data of the U.S. Centers for Disease Control and Prevention, 1993-2014	This website with data contains data about tuberculosis by demographic and risk factors in the United States from 1993 to 2014 in HTML and TXT format.Spatial coverage is country, and spatial resolution is state. Temporal coverage is 1993-2014, and temporal resolution is yearly. Open access.	MIDAS-ISG:WS-000499	null	Centers for Disease Control and Prevention	null	null	null	https://wonder.cdc.gov/TB-v2014.html	null	HTML, TXT	null	null	United States		US	null	null
Annual Data on Notifiable Infectious Diseases of the Department of Public Health of California	This website with data contains data about communicable diseases from California at county level at a yearly temporal resolution from 1994 to 2015 in PDF format. Open access.	MIDAS-ISG:WS-000503	null	The Department of Public Health of California	null	null	null	https://archive.cdph.ca.gov/data/statistics/Pages/CDdata.aspx	null	PDF	null	null	United States		US	null	null
Zika virus Weekly Surveillance Reports of the Ministry of Health of Virgin Islands (the U.S.), 2016-2017	This website with data contains data about Zika Weekly Surveillance Reports from U.S Virgin Islands at province level with a weekly temporal resolution from 2016 to 2107 in PDF format. Open access.	MIDAS-ISG:WS-000506	null	United States Virgin Islands Ministry of Health	null	null	null	http://doh.vi.gov/topics/az/z/zika.html	null	PDF	null	null	United States Virgin Islands		VI	null	null
Annual Statistics on Infectious Diseases by year of the Government of Uzbekistan	This website with data contains data about incidences of selected infectious diseases in Uzbekistan from 2012 to 2014 and cases of gonorrhea and syphilis from 2007 to 2014 year in HTML format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 2007-2014, 2012-2014, and temporal resolution is yearly.	MIDAS-ISG:WS-000509	null	Medical Portal of the Government of Uzbekistan	null	null	null	http://med.uz/public/statyi/index.php	null	HMTL	null	null	Uzbekistan		UZ	null	null
Demographics, Vital Statistics and Selected Infectious Diseases of the State Committee on Statistics of the Republic of Uzbekistan, 2012-2015	This website with data contains data about incidences of HIV/AIDS in Uzbekistan from 2012 to 2015 year in CSV, XML, JSON format. Spatial coverage is country, and spatial resolution is country. Temporal coverage si 2012-2015, and temporal resolution is yearly. Open access. Requires to download a special software eStat 2.0 (version 2.0.1.0).	MIDAS-ISG:WS-000510	null	The State Committee on Statistics of the Republic of Uzbekistan	null	null	null	https://stat.uz/ru/ofitsialnaya-statistika/sotsialnaya-sfera/zdravookhranenie/2478-zabolevaemost-naseleniya-infektsionnymi-i-parazitarnymi-boleznyami	null	CSV, XML, JSON	null	null	Uzbekistan		UZ	null	null
Climate, Population Data and HIV Reports of the General Statistics Office of Viet Nam, 2011-2015	This database contains data about HIV (2011-2015), climate (2002-2015), population (1990-2015) in Viet Nam in PX, CSV, and Excel format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 2011-2015, and temporal resolution is yearly. Open access.	MIDAS-ISG:WS-000514	null	General Statistics Office of Viet Nam	null	null	null	http://www.gso.gov.vn/default_en.aspx?tabid=783	null	PX, CSV, Excel	null	null	Viet Nam		VN	null	null
Health Profile for Viet Nam by WHO	This website with data contains WHO Global Health Observatory data for Viet Nam at country level with a yearly temporal resolution from 1980 to 2016 in XLSX, CSV, PDF format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 1980-2016, and temporal resolution is yearly. Open access.	MIDAS-ISG:WS-000515	null	World Health Organization	null	null	null	http://www.who.int/gho/countries/vnm/country_profiles/en/	null	XLSX, CSV, PDF	null	null	Viet Nam		VN	null	null
Survey and Assessment of Vietnamese Youth (SAVY) for HIV in 2003	This website with data contains survey data about health status of adolescents in Vietnam conducted in 2003 in XLSX format. Spatial coverage is sub-country, and spatial resolution is province. Temporal coverage is 2015, and temporal resolution is yearly. Available for log-in users.	MIDAS-ISG:WS-000519	null	National Archive of Computerized Data on Aging	null	null	null	http://www.icpsr.umich.edu/icpsrweb/NACDA/studies/24387	null	XLSX, TSV	null	null	Viet Nam		VN	null	null
Viet Nam WHO statistical profile 2015	This website with data contains data about demographics and children immunization for Veit Nam at country level in 2015 in PDF format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 2015, and temporal resolution is yearly. Open access.	MIDAS-ISG:WS-000520	null	World Health Organization	null	null	null	http://www.who.int/gho/countries/vnm.pdf?ua=1	null	PDF	null	null	Viet Nam		VN	null	null
Health Profile for Wallis and Futuna (France) by WHO	This website with data contains data about populaiton (1996), TB mortality rate (2009), TB revalence rate (2009) in Wallis and Futuna on the webpage. Open access.	MIDAS-ISG:WS-000522	null	World Health Organization, Western Pacific Region (WPRO)	null	null	null	http://hiip.wpro.who.int/portal/Countryprofiles/WallisandFutuna/HealthProfiles/TabId/206/ArtMID/1185/ArticleID/123/Default	null	HTML	null	null	Wallis and Futuna (France)		WF	null	null
Annual Data on Demographics, Vital Statistics and Malaria, Tuberculosis and Rabies cases of the Ministry of Public Health and Population of the Republic of Yemen, 2004-2014	This website with data contains data about demographic, vital statistics, incidences of morbidity by ICD and notifiable infectious diseases and immunization coverage in Yemen from 2004 to 2014 year in PDF format. Spatila coverage is country, and spatial resolution is country and governorate. Temporal coverage is 2004-2014, and temporal resolution is yearly. Open access.	MIDAS-ISG:WS-000523	null	Ministry of Public Health and Population of the Republic of Yemen	null	null	null	http://www.mophp-ye.org/arabic/reports_statistical.html	null	PDF	null	null	Yemen		YE	null	null
Zimbabwe National Health Profile, 2009-2014	This website with data contains data about notifiable diseases, morbidity, HIV/AIDS, tuberculosis, acute respiratory diseases, malaria, diarrhoae and dysentery, leprosy, schistosomiasis in Zimbabwe from 2009 to 2014 year in PDF format. Spatial coverage is country, and spatial resolution is country and province. Temporal coverage is 2009-2014, and temporal resolution is yearly. Open access.	MIDAS-ISG:WS-000526	null	Zimbabwe National Statistics Agency	null	null	null	http://www.zimstat.co.zw/health-and-vital	null	PDF	null	null	Zimbabwe		ZW	null	null
