title	description	dataset_identifier	disease	authors	created	modified	accessed	landing_page	access_page	format	conforms_to	license	geography	apollo_location_code	iso_3166	iso_3166_1	iso_3166_1_alpha_3	apollo_enabled	on_olympus	population_required	iri
Communicable Diseases Surveillance Data of Brunei Darussalam	Data is not available to the public.	MIDAS-ISG:WS-000066	null	The Ministry of Health of Brunei Darussalam	null	null	null	http://www.moh.gov.bn/SitePages/Communicable%20Disease%20Surveillance.aspx	null	-	null	null	Brunei Darussalam	5065	BN	null	null	null	null	"Influenza virus in Brunei Darussalam, Human poliovirus 1 in Brunei Darussalam, Human poliovirus 3 in Brunei Darussalam, Neisseria gonorrhoeae in Brunei Darussalam, Vibrio cholerae in Brunei Darussalam, Hepatitis A virus in Brunei Darussalam, Salmonella enterica in Brunei Darussalam, Salmonella paratyphi A in Brunei Darussalam, Chlamydia trachomatis in Brunei Darussalam, Haemophilus ducreyi in Brunei Darussalam, Hepatitis C virus in Brunei Darussalam, Human alphaherpes 1 virus in Brunei Darussalam, Human alphaherpes 2 virus in Brunei Darussalam, HIV-1 in Brunei Darussalam, Treponema pallidum in Brunei Darussalam, Measles virus in Brunei Darussalam, Mumps virus in Brunei Darussalam, Rubella virus in Brunei Darussalam, Corynebacterium diphtheriae in Brunei Darussalam, Bordetella pertussis in Brunei Darussalam, Clostridium tetani in Brunei Darussalam, Mycobacterium tuberculosis in Brunei Darussalam, Human herpesvirus 3 in Brunei Darussalam, Mycobacterium leprae in Brunei Darussalam, Mycobacterium lepromatosis in Brunei Darussalam, SARS coronavirus in Brunei Darussalam, Streptococcus sp. 'group A' in Brunei Darussalam, Coxsackievirus A16 in Brunei Darussalam, Enterovirus 71 in Brunei Darussalam, Plasmodium falciparum in Brunei Darussalam, Plasmodium vivax in Brunei Darussalam, Plasmodium ovale in Brunei Darussalam, Plasmodium malariae in Brunei Darussalam, Dengue virus in Brunei Darussalam, Rickettsia prowazekii in Brunei Darussalam, Leptospira in Brunei Darussalam, Yellow fever virus in Brunei Darussalam, West Nile virus in Brunei Darussalam, Bacillus anthracis in Brunei Darussalam, Rabies virus in Brunei Darussalam, Nipah virus in Brunei Darussalam, Yersinia pestis in Brunei Darussalam, Legionella in Brunei Darussalam"	"http://www.pitt.edu/obc/IDE_0000002151, http://www.pitt.edu/obc/IDE_0000005440, http://www.pitt.edu/obc/IDE_0000005441, http://www.pitt.edu/obc/IDE_0000005439, http://www.pitt.edu/obc/IDE_0000005442, http://www.pitt.edu/obc/IDE_0000004752,  http://www.pitt.edu/obc/IDE_0000005435, http://www.pitt.edu/obc/IDE_0000005434, http://www.pitt.edu/obc/IDE_0000005443, http://www.pitt.edu/obc/IDE_0000005444, http://www.pitt.edu/obc/IDE_0000005070, http://www.pitt.edu/obc/IDE_0000005471, http://www.pitt.edu/obc/IDE_0000005473, http://www.pitt.edu/obc/IDE_0000004275, http://www.pitt.edu/obc/IDE_0000005445, http://www.pitt.edu/obc/IDE_0000005446, http://www.pitt.edu/obc/IDE_0000005447, http://www.pitt.edu/obc/IDE_0000005448, http://www.pitt.edu/obc/IDE_0000005449, http://www.pitt.edu/obc/IDE_0000005450, http://www.pitt.edu/obc/IDE_0000005451, http://www.pitt.edu/obc/IDE_0000004525, http://www.pitt.edu/obc/IDE_0000005452, http://www.pitt.edu/obc/IDE_0000005453, http://www.pitt.edu/obc/IDE_0000005454, http://www.pitt.edu/obc/IDE_0000005455, http://www.pitt.edu/obc/IDE_0000005456, http://www.pitt.edu/obc/IDE_0000005432, http://www.pitt.edu/obc/IDE_0000005431, http://www.pitt.edu/obc/IDE_0000005457, http://www.pitt.edu/obc/IDE_0000005458, http://www.pitt.edu/obc/IDE_0000005459, http://www.pitt.edu/obc/IDE_0000005460, http://www.pitt.edu/obc/IDE_0000001676, http://www.pitt.edu/obc/IDE_0000005430, http://www.pitt.edu/obc/IDE_0000005461, http://www.pitt.edu/obc/IDE_0000005462, http://www.pitt.edu/obc/IDE_0000005463, http://www.pitt.edu/obc/IDE_0000005464, http://www.pitt.edu/obc/IDE_0000005465, http://www.pitt.edu/obc/IDE_0000005429, http://www.pitt.edu/obc/IDE_0000005466, http://www.pitt.edu/obc/IDE_0000005467"
"Communicable Diseases Surveillance Data of the Ministry of Health of Singapore, 1998-2015"	"This website with data contains communicable disease surveillance report from Singapore at region or country level with a weekly (2014, 2015) or yearly temporal resolution from 1998 to 2015 in PDF format.Open access."	MIDAS-ISG:WS-000401	null	Ministry of Health of Singapore	null	null	null	https://www.moh.gov.sg/content/moh_web/home/Publications/Reports/2016/communicable-diseases-surveillance-in-singapore-2015.html	null	PDF	null	null	Singapore	5166	SG	null	null	null	null	HIV-1 in Singapore	http://www.pitt.edu/obc/IDE_0000004129
"Country Profile for Tokelau by WHO, 2015"	"This website with data contains data about population (1995, 2006, 2013), dengues cases (2011), DTP3 vacciantion coverage (1995-1999, 2010-2013), Hepatitis B imminization coverage(2000-2004, 2010-2013) from Tokelau at country level in PDF format. Open access."	MIDAS-ISG:WS-000453	null	"World Health Organization, WPRO"	null	null	null	http://hiip.wpro.who.int/portal/portals/0/CountryProfiles/PDF/TKL_Tokelau2015.pdf	null	PDF	null	null	Tokelau	5014	TK	null	null	null	null	Dengue virus in Tokelau	http://www.pitt.edu/obc/IDE_0000001639
"Data on Belize Basic Indicators, 2008-2010, Health Statistics of Belize, 2006 - 2010, Health Statistics Publication, 1999-2007, Health Statistics Publication, 1999-2008, National Malaria Epidemiological Profile, 2008, Malaria Annual Report, 2006, and Annual Communicable Disease Bulletin, 2005."	"This website with data contains data about Health Indicators (2008, 2009, & 2010), Health Statistics of Belize (2006-2010, 2004-2008, & 2003-2007) at province or country level with a yearly temporal resolution in PDF format. Open access. health indicators and health statistics except for HIV/AIDS reports."	MIDAS-ISG:WS-000048	null	The Minstry of Health Belize	null	null	null	http://www.health.gov.bz/www/publications/epidemiology-publications	null	PDF	null	null	Belize	5131	BZ	null	null	null	null	Plasmodium falciparum in Belize	http://www.pitt.edu/obc/IDE_0000004568
Data on Communicable Diseases of the Government of Bahrain	"This website with data contains data about foodborn illness (1994-2011), HIV/AIDS fact sheet 2013, infectious disease numbers and rates (1994-2010), sexually transmitted infections (1994-2013), Tuberculosis deaths (1994-2011) and TB incidence rates (1994 - 2010) from Bahamas at country level with yearly temporal resolution in PDF format. Open access."	MIDAS-ISG:WS-000034	null	The Ministry of Health of the Government of Bahamas	null	null	null	http://www.bahamas.gov.bs/wps/portal/public/health%20statistics/communicable%20(infectious)%20disease/!ut/p/b1/vZLLkqIwGEafpR_AJoEIYRkUBCGg3BQ2FnhD5CYgCE8_dk1XzartWcx0skrqO3Uq3x8mZLZMWETd5Ry1l7KIso9zyO-4hUXXM4Qp5pEINOia2lxecQsOPgPBMwC-WAT85sGCEvLkLdb94GeQ170pwHOe2TBbNQDCvKFnmWw6dA4q3Z7L2on3rCA-2AZpwgud-1la7FRln27CIz44Tdhc8N53XKDnsjJ1aa5kpdWly2GF94kv6KIoATdR26FeVPHyepOhk5SRA8LeqP28v2eEzjyxqNuT4gE_9B6imSs7O4j2eUG2V5jvZaUe7-vS9VbREUnVwTpk0apKWl7Y1qekao3-1CFSKPVZXb-9ffbw4qF_1eOXPPqO3zDh66rRZ-DVqL4blqmW-ZEJnjHhy5gEGJfZArRz0qHSxutop6PzcOTKoK5kwCsYaar6pqtYjuibNH3eGR6gMe1dcB3MUdKp6K4Ovu1JZPZY3ibqa6Fj8D8rxBL8aaHw34U6yz2FBmeYeAadBffDQvzvP82SCS9x_t7v83fwjkWOFacCwAjDKQSQ8dMACXFjkrnsdGUZEQ-7hpVxvCpLbABJzV7b8wkmTlZwQq3ZQD8-boNUnFFc2EWwDHdrTd6aJ6grlJ9UGlGHLJeioR01Mi4O-UhvpGPdS2xNdmov9lpOa4jb_dxpJhs2DnhiCnoXi1XRL912LpUhyqOjCXvdgeFKZu0Era46d3ebe6pSrRn0uOMk5XhsSXjn4tkmTGzByKi35TPbK4730FqMGDXxjs0Rjv1FtxLxrtchOpwbpsq9Tjd4W-0h_rP7t19v_tPO/dl4/d5/L2dBISEvZ0FBIS9nQSEh/	null	PDF	null	null	Bahamas	5173	BS	null	null	null	null	"Mycobacterium tuberculosis in Bahrain, HIV-1 in Bahrain, Ancylostoma caninum in Bahrain, Ancylosstoma duodenale in Bahrain, Shigella dysenteriae in Bahrain, Shigella flexneri in Bahrain, Shigella sonnei in Bahrain, Haemophilus ducreyi in Bahrain, Chlamydia trachomatis in Bahrain, Human herpesvirus 3 in Bahrain, Rubella virus in Bahrain, Neisseria gonorrhoeae in Bahrain, Influenza virus in Bahrain, Leptospira in Bahrain, Mycobacterium leprae in Bahrain, Mycobacterium lepromatosis in Bahrain, Plasmodium falciparum in Bahrain, Plasmodium vivax in Bahrain, Plasmodium ovale in Bahrain, Plasmodium malariae in Bahrain, Measles virus in Bahrain, Haemophilus influenzae in Bahrain, Mumps virus in Bahrain, Sarcoptes scabiei in Bahrain, Salmonella typhi in Bahrain, Hepatitis A virus in Bahrain, Clostridium tetani in Bahrain, Bordetella pertussis in Bahrain"	"http://www.pitt.edu/obc/IDE_0000004496, http://www.pitt.edu/obc/IDE_0000004237, http://www.pitt.edu/obc/IDE_0000005410, http://www.pitt.edu/obc/IDE_0000005409, http://www.pitt.edu/obc/IDE_0000005474, http://www.pitt.edu/obc/IDE_0000005475, http://www.pitt.edu/obc/IDE_0000005476, http://www.pitt.edu/obc/IDE_0000005477, http://www.pitt.edu/obc/IDE_0000005478, http://www.pitt.edu/obc/IDE_0000005479, http://www.pitt.edu/obc/IDE_0000005480, http://www.pitt.edu/obc/IDE_0000005481, http://www.pitt.edu/obc/IDE_0000002004, http://www.pitt.edu/obc/IDE_0000005482, http://www.pitt.edu/obc/IDE_0000005483, http://www.pitt.edu/obc/IDE_0000005484, http://www.pitt.edu/obc/IDE_0000005485, http://www.pitt.edu/obc/IDE_0000005486, http://www.pitt.edu/obc/IDE_0000005487, http://www.pitt.edu/obc/IDE_0000005488, http://www.pitt.edu/obc/IDE_0000005489, http://www.pitt.edu/obc/IDE_0000005492, http://www.pitt.edu/obc/IDE_0000005493, http://www.pitt.edu/obc/IDE_0000005408, http://www.pitt.edu/obc/IDE_0000004603, http://www.pitt.edu/obc/IDE_0000004787, http://www.pitt.edu/obc/IDE_0000005490, http://www.pitt.edu/obc/IDE_0000005491"
"Data on Demographics and Typhoid, Dengue, Leptospirosis, HIV,  and Tuberculosis cases in Fiji"	This website with data contains data about the National Notifiable Diseases Surveillance System from Fiji at province level with monthly and yearly temporal resolution from 2005 to 2015 in PDF format. Temporal resoultion is monthly or yearly. Open access.	MIDAS-ISG:WS-000127	null	Ministry of Health and Medical Services of Fiji	null	null	null	http://www.health.gov.fj/?page_id=198	null	PDF	null	null	Fiji	5168	FJ	null	null	null	null	Dengue virus in Fiji	http://www.pitt.edu/obc/IDE_0000001689
"Data on Diarrhoea cases and Vomiting Outbreak in Kiribati, 2014-2016"	"This website with data contains data about Diarrhoea & Vomiting Outbreak Situational Report 2014, and Kiribati Monthly Bulletin of Health Statistics 2016 from Kiribati at province level in PDF format. Temporal resolution is monthly. Open access."	MIDAS-ISG:WS-000202	null	The Ministry of Health and Medical Services of the Government of Kribati	null	null	null	http://www.health.gov.ki/download/category/4-helth-documents.html#	null	PDF	null	null	Kiribati	4950	KI	null	null	null	null	Rotavirus in Kiribati	http://www.pitt.edu/obc/IDE_0000004627
"Data on HIV and AIDS cases in Italy, 2004-2015"	"This website with data contains data about HIV/AIDS cases in Italy from 2004 to 2015 year in PDF format. Spatial coverage is country, and spatial resolution is country, region. Temporal coverage is 2004-2015, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000187	null	"Higher Institute of Health, Italy"	null	null	null	http://www.iss.it/ccoa/?lang=1&id=2&tipo=5	null	PDF	null	null	Italy	5195	IT	null	null	null	null	HIV-1 in Italy	http://www.pitt.edu/obc/IDE_0000004288
Data on HIV and AIDS in Czechia	"This website with data contains data about HIV/AIDS cases in the Czech Republic by mode of transmission from 2003 to 2016 year in PDF format. Spatial coverage is country, and spatial resolution is countyr. Temporal coverage is 2003-2016, and temporal resolution is yearly. Open acccess."	MIDAS-ISG:WS-000107	null	"National Institute of Public Health, Czechia"	null	null	null	http://www.szu.cz/tema/prevence/zprava-o-vyskytu-a-sireni-hiv-aids-za-rok-2003	null	PDF	null	null	Czechia	5102	CZ	null	null	null	null	HIV-1 in Czech Republic	http://www.pitt.edu/obc/IDE_0000004137
"Data on HIV cases in Jamaica, 1982-2015"	This website with data contains data about HIV infection from Jamaica at province level with a yearly temporal resolution from 1982 to 2015 in PDF format. Open access.	MIDAS-ISG:WS-000188	null	The Ministry of Health of Jamaica	null	null	null	http://moh.gov.jm/data/hiv-epidemiological-profile-2015-facts-figures/	null	PDF	null	null	Jamaica	4999	JM	null	null	null	null	HIV-1 in Jamaica	http://www.pitt.edu/obc/IDE_0000004182
"Data on HIV/AIDS, Vaccination Coverage and Vital Statistics in Burkina Faso"	"This website with data contains data about cases and deaths of epidemic diseases, 2006-2008, HIV / AIDS prevalence by sex and region in 2003 (%), immunization coverage for children aged 0 to 11 months (%) , 1998-2008 in Burkina Faso in HTML format. Spatial coverage is country, and spatial resolution is country, region. Temporal coverage is 2003, 1998-2008, 2006-2008, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000071	null	The National Institute for Statistics and Demography (INSD) Burkina Faso	null	null	null	http://www.insd.bf/n/index.php/indicateurs?id=88	null	HTML	null	null	Burkina Faso	5050	BF	null	null	null	null	HIV-1 in Burkina Faso	http://www.pitt.edu/obc/IDE_0000004259
"Data on Immediately Reported Notifiable Diseases, Confirmed Event of Public Health Concern, Quarterly Disease Surveillance Bulletin, and Flu reports in Bhutan"	"This website contains data about Immediately reported notifiable disease (2017, daily), FluView-ILI & SARI surveillance Report (2017, weekly), Quarterly Disease Surveillance Bulletin (2015-2017) from Bhutan at country level in PDF format. Open access."	MIDAS-ISG:WS-000054	null	Royal Centre for Diseases Control	null	null	null	http://www.rcdc.gov.bt/WEB/	null	PDF	null	null	Bhutan	5162	BT	null	null	null	null	"Influenza virus in Bhutan, SARS coronavirus in Bhutan, Varicela zoster virus in Bhutan, Rabies virus in Bhutan, HIV in Bhutan, Measles virus in Bhutan, Rubella virus in Bhutan, Mycobacterium tuberculosis in Bhutan, Japanese encephalitis virus in Bhutan, Dengue virus in Bhutan, Giardia intestinalis in Bhutan, Rotavirus in Bhutan, Shigella flexneri in Bhutan, Shigella sonnei in Bhutan, Cryptosporidium hominis in Bhutan, Cryptosporidium parvum in Bhutan"	"http://www.pitt.edu/obc/IDE_0000005361, http://www.pitt.edu/obc/IDE_0000005362, http://www.pitt.edu/obc/IDE_0000005363, http://www.pitt.edu/obc/IDE_0000005364,  http://www.pitt.edu/obc/IDE_0000004297, http://www.pitt.edu/obc/IDE_0000005365,  http://www.pitt.edu/obc/IDE_0000005366, http://www.pitt.edu/obc/IDE_0000004412, http://www.pitt.edu/obc/IDE_0000005412,  http://www.pitt.edu/obc/IDE_0000001719, http://www.pitt.edu/obc/IDE_0000005367, http://www.pitt.edu/obc/IDE_0000005368, http://www.pitt.edu/obc/IDE_0000005369, http://www.pitt.edu/obc/IDE_0000005370, http://www.pitt.edu/obc/IDE_0000005371, http://www.pitt.edu/obc/IDE_0000005372"
"Data on Incidences of Notifiable Infectious Diseases of the Ministry of Health of Peru, 2017"	"This website with data contains data about vector-borne diseases, immunopreventable diseases, other infectious diseases by accumulated district level from Peru in 2017 in PDF format in Spanish. Temperal resolution is yearly. Open access."	MIDAS-ISG:WS-000358	null	"National Center for Epidemiology, Prevention and Control of Diseases, The Ministry of Health of Peru"	null	null	null	http://www.dge.gob.pe/portal/index.php?option=com_content&view=article&id=404&Itemid=356	null	PDF	null	null	Peru	5141	PE	null	null	null	null	Chikungunya virus in Peru	http://www.pitt.edu/obc/IDE_0000001605
Data on Infectious Disease Epidemiology in Belgium	"This website with data contains data about incidences of infectious diseases in Belgium by region from 2012 to 2015 year in PDF format. Spatial coverage is country, and spatial resolution is subcountry. Temporal coverage 2012-2015, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000047	null	"WIV-ISP, Belgium"	null	null	null	https://epidemio.wiv-isp.be/ID/diseases/Pages/default.aspx	null	PDF	null	null	Belgium	5008	BE	null	null	null	null	Campylobacter in Belgium	http://www.pitt.edu/obc/IDE_0000004581
Data on Infectious Diseases and STDs in Burkina Faso	"This website with data contains data about sexually transmissible infections in Burkina Faso from 2001 to 2015 year in PDF format. Spatial coverage is country, and spatial resolution is region, district. Temporal coverage is 2001-2015, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000070	null	Ministry of Health of the Government of Burkina Faso	null	null	null	http://www.sante.gov.bf/index.php?option=com_edocman&view=category&id=7&Itemid=1123&limitstart=0&limit=5	null	PDF	null	null	Burkina Faso	5050	BF	null	null	null	null	Plasmodium falciparum in Burkina Faso	http://www.pitt.edu/obc/IDE_0000004565
Data on Infectious Diseases in Czechia	"This website with data contains data about incidences of selected infectious diseases in the Czech Republic from 2007 to 2017 year in HTML, PDF format. Spatial coverage is country, nand spatial resolution is country. Temporal coverage is 2007-2017, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000106	null	"National Institute of Public Health, Czech Republic"	null	null	null	http://www.szu.cz/publikace/data/infekce-v-cr?lang=1	null	HTML; PDF	null	null	Czechia	5102	CZ	null	null	null	null	Campylobacter in Czech Republic	http://www.pitt.edu/obc/IDE_0000004582
Data on Infectious Diseases in Estonia	"This website with data contains data about incidences of communicable diseases, tuberculosis, HIV is Estonia from 2004 to 2017 year in PDF format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 2004-2017, temporal resolution is monthly. Open access."	MIDAS-ISG:WS-000123	null	"Terviseamet, Estonia"	null	null	null	http://www.terviseamet.ee/en/cdc/communicable-disease-bulletin.html	null	PDF	null	null	Estonia	5059	EE	null	null	null	null	Mycobacterium tuberculosis in Estonia	http://www.pitt.edu/obc/IDE_0000004427
"Data on Influenza of the Government of Australia, 2009-2015"	"This dataset contains data about influenza in Australia at country level with a yearly temporal resolution from 2009 to 2015 in XLSX, PDF, and DOC format. Spatial coverage is country, and spatial resolution is country, state. Temporal coverage is 2009-2015, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000026	null	"National Notifiable Diseases Surveillance System, Deaprtment of Health, the Government of Australia"	null	null	null	http://www9.health.gov.au/cda/source/pub_influ.cfm	null	XLSX; PDF; DOC	null	null	Australia	5079	AU	null	null	null	null	Influenza virus in Australia	http://www.pitt.edu/obc/IDE_0000002102
Data on Invasive Pneumococcal Disease from the Goverment of Australia	"This dataset contains data about Invasive pneumococcal disease in Australia at country level with a yearly temporal resolution from 2009 to 2015 in XLSX, PDF, and DOC format. Spatial coverage is country, and spatial resolution is country, state. Temporal coverage is 2009-2015, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000025	null	"National Notifiable Diseases Surveillance System, Deaprtment of Health, the Government of Australia"	null	null	null	http://www9.health.gov.au/cda/source/pub_pneum.cfm	null	XLSX; PDF; DOC	null	null	Australia	5079	AU	null	null	null	null	Streptococcus pneumoniae in Australia	http://www.pitt.edu/obc/IDE_0000004621
"Data on Measles and Rubella Cases in Italy, 2014-2017"	"This website with data contains data about incidences of measles and rubella in Italy from 2014 to 2017 in PDF format. Spatial coverage is country, and spatial resolution is region. Temporal coverage is 2014-2017, and temporal resolution is monthly. Open access."	MIDAS-ISG:WS-000185	null	"EpiCentro, National Center for Disease Prevention and Health Promotion, Italy"	null	null	null	http://www.epicentro.iss.it/problemi/morbillo/bollettino.asp	null	PDF	null	null	Italy	5195	IT	null	null	null	null	Measles virus in Italy	http://www.pitt.edu/obc/IDE_0000003881
"Data on Meningococcal Disease of the Goverment of Australia, 2009-2015"	"This dataset contains data about meningococcal disease in Australia at country level with a yearly temporal resolution from 2009 to 2015 in XLSX, PDF, and DOC format. Spatial coverage is country, and spatial resolution is country, state. Temporal coverage is 2009-2015, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000027	null	"National Notifiable Diseases Surveillance System, Deaprtment of Health, the Government of Australia"	null	null	null	http://www9.health.gov.au/cda/source/pub_menin.cfm	null	XLSX; PDF; DOC	null	null	Australia	5079	AU	null	null	null	null	Neisseria meningitidis in Australia	http://www.pitt.edu/obc/IDE_0000004622
Data on Morbidity and Infectious Diseases in Egypt	"This dataset contains data about tuberculosis, leprosy, diarrhea, dermatology and venereal diseases, endemic diseases, fever, acute respiratory diseases, rabies in Kenia in 2011 in PDF format. Spatial coverage us country, and spatial resolution is country. Temporal coverage is 2011, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000116	null	Central Agency for Public Mobilization and Statistics	null	null	null	http://www.sis.gov.eg/newvr/EgyptinFigures2015/EgyptinFigures/Tables/PDF/15-%20%D8%A7%D9%84%D8%B5%D8%AD%D8%A9/Health.pdf	null	PDF	null	null	Egypt	4992	EG	null	null	null	null	Mycobacterium tuberculosis in Egypt	http://www.pitt.edu/obc/IDE_0000004487
Data on Morbidity and Infectious Diseases in Estonia	"This database contains data about incidences of registered infectious diseases in Estonia from 1999 to 2015 year and tuberculosis from 1970 to 2015 year in PX, XLS, TXT, CSV, HTM, DBF, XML format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 1999-2015, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000122	null	Statistics Estonia	null	null	null	http://pub.stat.ee/px-web.2001/I_Databas/Social_life/05Health/06Morbidity_and_use_of_medical_services/06Morbidity_and_use_of_medical_services.asp	null	PX; XLS; TXT; CSV; HTM; DBF; XML	null	null	Estonia	5059	EE	null	null	null	null	Vibrio cholerae in Estonia	http://www.pitt.edu/obc/IDE_0000004614
Data on Notifiable Diseases in Chile	This website with data contains data about compulsory notifiable diseases from Chile at province or country level with a yearly temporal resolution in PDF format in Spanish. Open access.	MIDAS-ISG:WS-000087	null	The Department of Epidemiology of the Ministry of Health of Chile	null	null	null	http://epi.minsal.cl/enfermedades-de-notificacion-obligatoria/	null	PDF	null	null	Chile	4956	CL	null	null	null	null	Zika virus in Chile	http://www.pitt.edu/obc/IDE_0000001662
Data on Notifiable Infectious Diseases and Non-Communicable Diseases of the Government of Bahrain	"This website with data contains data about incidences of notifiable communicable diseases and non-communicable diseases in Bahrain from 2006 to 2013 year in XLSX format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 2006-2013, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000036	null	Information and eGovernment Authority	null	null	null	http://www.data.gov.bh/en/DataAnalysis/	null	XLSX	null	null	Bahrain	5119	BH	null	null	null	null	Salmonella typhi in Bahrain	http://www.pitt.edu/obc/IDE_0000004603
Data on Notifiable Infectious Diseases in Denmark	"This database contains data about incidence of infectious diseases and vaccination coverage in Denmark from 1994 to 2017 in XLSX format. Spatial coverage is country, and spatial resolution is country, province, municipality. Temporal coverage us 1994-2017, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000111	null	"Statens Serum Institut, Monitoring information on infectious diseases"	null	null	null	http://miba.ssi.dk/Home/Smitteberedskab/Sygdomsovervaagning.aspx	null	XLSX	null	null	Denmark	5196	DK	null	null	null	null	HIV-1 in Denmark	http://www.pitt.edu/obc/IDE_0000004269
Data on Population Morbidity and Infectious Disease of the Republic of Azerbaijan	"This website with data contains data about demographic, mortality, incidences of HVI/AIDS and STDs in Azerbaijan for 2000-2015, 2007- 2015 year in XLSX format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 2000-2015, 2007-2015, and temporal resolution is yearly."	MIDAS-ISG:WS-000032	null	The State Statistical Committee of the Republic of Azerbaijan	null	null	null	http://www.stat.gov.az/source/healthcare/?lang=az	null	XLSX	null	null	Azerbaijan	5113	AZ	null	null	null	null	HIV-1 in Azerbaijan	http://www.pitt.edu/obc/IDE_0000004154
"Data on Salmonella of the Government of Australia, 2009-2015"	"This dataset contains data about salmonella in Australia at country level with a yearly temporal resolution from 2009 to 2015 in XLSX, PDF, and DOC format. Spatial coverage is country, and spatial resolution is country, state. Temporal coverage is 2009-2015, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000028	null	"National Notifiable Diseases Surveillance System, Deaprtment of Health, the Government of Australia"	null	null	null	http://www9.health.gov.au/cda/source/pub_salmo.cfm	null	XLSX; PDF; DOC	null	null	Australia	5079	AU	null	null	null	null	Salmonella enterica in Australia	http://www.pitt.edu/obc/IDE_0000004624
"Data on STD cases of the Center of Public Health of Ukraine, 2014"	"This website with data contains data about monthly incidences of STI's in Ukraine by region in 2014. Spatial coverage is country, and spatial resolution is country, subcountry, state. Temporal coverage is 2014, and spatial resolution is monthly. Open access."	MIDAS-ISG:WS-000471	null	"Center of public health, Ukraine"	null	null	null	http://phc.org.ua/pages/diseases/other_social_diseases/std/std-statistics	null	PDF	null	null	Ukraine	4958	UA	null	null	null	null	HIV-1 in Ukraine	http://www.pitt.edu/obc/IDE_0000004289
Data on STDs and Vaccination Coverage in Burkina Faso	"This website with data contains data about notifiable infectious diseases, STIs, vaccination in Burkina Faso from 2009 to 2014 year in PDF format. Spatial coverage is country, and spatial resolution is region. Temporal coverage is 2009-2014, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000068	null	Ministry of Health of the Government of Burkina Faso	null	null	null	http://www.sante.gov.bf/index.php?option=com_edocman&view=category&id=10&Itemid=1123&limitstart=0&limit=5	null	PDF	null	null	Burkina Faso	5050	BF	null	null	null	null	humans in Burkina Faso	http://www.pitt.edu/obc/IDE_0000000953
Data on STDs and Vital Statistics in Bermuda	"This website with data contains data about Basic Health indicators 2006-2016, HIV/AIDS Report 2016, Annual STDs Statistics 2015 from Bermuda at country level with a yearly temporal resolution in PDF format. Open access."	MIDAS-ISG:WS-000050	null	The Government of Bermuda	null	null	null	https://www.gov.bm/health-data-and-monitoring	null	PDF	null	null	Bermuda	5046	BM	null	null	null	null	HIV-1 in Bermuda	http://www.pitt.edu/obc/IDE_0000004147
Data on Tuberculosis and HV in Dominican Republic	This website with data contains data about medication availability for tuberculosis and HIV treatment from Dominican Republic at province level from 2013 to 2016 in PDF format in Spanich. Temporal resolution is weekly or yearly. Open access.	MIDAS-ISG:WS-000114	null	The Ministry of Health of the Republic of Dominican	null	null	null	http://www.sespas.gov.do/sugemi/dlist/index.php?folder=Qk9MRVRJTkVT	null	PDF	null	null	Dominican Republic	5120	DO	null	null	null	null	HIV-1 in Dominican Republic	http://www.pitt.edu/obc/IDE_0000004140
Data on Vaccination and Selected Infectious Diseases of the Government of Bahrain	"This website with data contains data about vaccination coverage rate and incidences of selected infectious diseases in Bahrain from 1985 to 2015 year in PDF format. Spatial coverage is country, and spatial resolution is country, Bahraini, and non-Bahraini. Temporal coverage is 1985-2015, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000035	null	Ministry of Health of Bahrain	null	null	null	https://www.moh.gov.bh/Ministry/Statistics	null	PDF	null	null	Bahrain	5119	BH	null	null	null	null	HIV-1 in Bahrain	http://www.pitt.edu/obc/IDE_0000004237
Data on Vital Statistics in British Virgin Islands	"This website with data contains economic and financial data available, but no infectious disease data available."	MIDAS-ISG:WS-000065	null	The Government of The Virgin Islands	null	null	null	http://www.bvi.gov.vg/statistics?title=&field_stats_catergory_tid=All	null	PDF; CSV	null	null	British Virgin Islands	5013	VG	null	null	null	null	humans in British Virgin Islands	http://www.pitt.edu/obc/IDE_0000001441
